assetid;balltype;teamcolor1g;teamcolor1r;teamcolor2b;teamcolor2r;teamcolor3r;teamcolor1b;latitude;teamcolor3g;teamcolor2g;teamname;adboardid;teamcolor3b;defmentality;powid;rightfreekicktakerid;physioid_secondary;domesticprestige;genericint2;jerseytype;rivalteam;midfieldrating;matchdayoverallrating;matchdaymidfieldrating;attackrating;physioid_primary;longitude;buspassing;matchdaydefenserating;defenserating;defteamwidth;longkicktakerid;bodytypeid;trait1;busdribbling;rightcornerkicktakerid;suitvariationid;defaggression;ethnicity;leftcornerkicktakerid;teamid;fancrowdhairskintexturecode;suittypeid;numtransfersin;captainid;personalityid;leftfreekicktakerid;genericbanner;buspositioning;stafftracksuitcolorcode;ccpositioning;busbuildupspeed;transferbudget;ccshooting;overallrating;ccpassing;utcoffset;penaltytakerid;freekicktakerid;defdefenderline;internationalprestige;form;genericint1;cccrossing;matchdayattackrating
1365;240;17;213;255;255;224;27;40;27;255;Turkey;1;34;58;-1;208128;2;10;-1;1;1338;77;78;77;78;1;29;37;78;78;52;208128;2;32;52;208128;1;62;4;208128;1365;0;0;0;208128;0;208128;0;0;0;0;37;0;52;78;32;2;208128;208128;0;6;0;-1;62;78
1366;240;255;255;255;0;255;0;49;255;0;Ukraine;1;0;40;-1;194794;2;20;-1;1;1357;50;50;50;50;1;32;45;50;50;50;227813;1;0;50;244374;0;40;2;227813;1366;0;0;0;194794;0;194794;0;0;0;0;45;0;45;50;55;3;194794;194794;0;11;0;-1;55;50
1367;211;15;218;255;255;1;4;51;181;255;Wales;1;1;44;-1;220710;2;10;-1;2;1318;73;75;73;82;1;-3;68;77;77;57;220710;0;0;53;186561;0;53;4;186561;1367;0;0;0;232104;0;220710;0;0;0;0;72;0;67;75;63;0;232104;220710;0;4;0;-1;49;82
1369;211;200;125;255;255;100;255;-34;175;255;Argentina;1;225;76;-1;158023;2;10;-1;1;1370;81;83;81;87;1;-58;40;82;82;36;158023;1;128;51;158023;1;66;4;158023;1369;0;2;0;158023;1;158023;0;0;0;1;36;0;36;83;36;-3;158023;158023;0;9;0;-1;36;87
1370;211;240;255;68;0;20;1;-23;140;118;Brazil;1;70;76;-1;233419;2;10;-1;2;1369;82;84;82;85;1;-43;33;85;85;63;233419;1;672;52;233419;1;73;4;233927;1370;0;0;0;199304;1;233419;0;0;0;0;36;0;42;84;40;-3;273600;233419;0;10;0;-1;33;85
1375;211;17;230;255;255;0;23;-25;56;255;Paraguay;1;168;59;-1;240875;2;10;-1;2;1369;74;74;74;75;1;-57;50;73;73;52;240875;2;0;62;240875;1;54;4;240875;1375;0;1;0;228229;0;240875;0;0;0;0;50;0;57;74;36;-4;230977;240875;0;4;0;-1;62;75
1377;211;206;135;255;255;135;235;-34;207;255;Uruguay;1;244;44;-1;239053;2;10;-1;1;1369;76;80;76;85;1;-56;49;81;81;61;239053;1;256;44;240699;1;67;4;240699;1377;0;2;0;216460;0;239053;0;0;0;0;51;0;61;80;67;-3;253072;239053;0;7;0;-1;43;85
1383;211;50;1;24;185;255;119;39;255;21;Costa Rica;1;255;47;-1;204713;2;20;-1;2;1386;0;0;0;0;1;-77;41;0;0;53;204713;1;0;54;268719;1;43;4;268719;1383;0;0;0;213064;2;204713;0;1;1;1;38;0;53;0;41;-5;204713;204713;1;12;0;-1;49;0
1386;211;124;12;255;255;255;68;19;0;255;Mexico;1;0;68;-1;222382;2;10;-1;2;1387;78;78;78;79;1;-99;53;77;77;40;222382;0;20;61;222382;0;60;4;222382;1386;0;0;0;235844;1;222382;0;0;0;0;53;0;70;78;56;-6;245152;222382;0;7;0;-1;60;79
1387;240;7;241;92;0;255;16;48;255;37;United States;1;255;48;-1;245541;2;10;-1;1;1386;77;75;77;75;1;-122;51;74;74;58;227796;2;32;35;227796;1;70;4;227796;1387;0;0;0;227796;0;227796;0;0;0;0;52;0;58;75;70;-8;227796;227796;0;6;0;-1;34;75
1391;211;0;255;255;255;255;0;49;255;255;Tunisia;8;255;48;-1;218229;2;20;-1;1;111130;50;50;50;50;1;-123;55;50;50;52;218229;1;0;36;218229;0;60;2;218229;1391;0;0;0;194845;0;194845;0;0;0;0;67;0;52;50;51;-8;194845;194845;0;10;0;-1;60;50
1393;211;128;0;255;255;0;64;55;128;255;Nigeria;4;0;56;-1;213655;2;20;-1;1;1395;50;50;50;50;1;37;43;50;50;51;213655;1;0;42;213655;0;62;2;213655;1393;0;0;0;213655;0;213655;0;0;0;0;52;0;50;50;54;3;213655;213655;0;12;0;-1;56;50
1395;71;128;0;0;255;255;0;4;233;0;Cameroon;1;0;60;-1;199069;2;10;-1;1;111112;72;70;72;73;1;12;28;68;68;54;199069;1;144;53;227236;1;64;2;227236;1395;0;0;0;199069;0;199069;0;0;0;0;36;0;49;70;37;1;199069;199069;0;5;0;-1;54;73
1411;211;0;0;0;255;255;160;37;255;0;Japan;1;255;50;-1;237681;2;20;-1;1;974;50;50;50;50;1;126;50;50;50;50;237681;1;0;50;232730;0;50;2;232730;1411;0;0;0;191648;0;237681;0;0;0;0;50;0;50;50;50;9;232730;237681;0;11;0;-1;50;50
1413;240;1;255;255;255;255;1;39;1;255;China PR;1;1;49;-1;221820;2;10;-1;1;111466;70;71;70;71;1;116;50;69;69;57;158293;1;16;48;221820;1;54;2;182411;1413;0;2;0;158293;0;221820;0;0;0;0;51;0;57;71;54;8;158309;221820;0;3;0;-1;68;71
1415;240;221;255;59;12;247;0;-33;176;79;Australia;1;52;58;-1;237647;2;10;-1;2;1413;73;73;73;72;1;151;36;71;71;36;237647;2;160;21;202157;1;62;4;202157;1415;0;0;0;199005;0;237647;0;0;0;0;36;0;46;73;36;10;212232;237647;0;5;0;-1;46;72
1438;197;0;201;255;255;201;24;49;0;255;Santa Clara;25;24;50;-1;201512;2;8;-1;1;1893;50;50;50;50;1;-123;50;50;50;50;263574;1;0;50;201512;0;50;2;229498;1438;0;0;0;229498;0;201512;0;0;0;0;50;3000000;50;50;50;-8;263574;263574;0;2;0;-1;50;50
1439;211;24;239;255;255;230;33;56;20;255;Kalmar FF;15;28;43;-1;167599;2;16;-1;1;112169;65;66;65;66;1;16;39;66;66;54;167599;1;64;21;167599;0;50;2;167599;1439;0;2;0;177055;0;167599;0;0;0;0;36;700000;36;66;36;1;177055;167599;0;6;0;-1;36;66
1443;51;113;0;255;255;0;97;56;140;255;Viborg FF;1;110;34;-1;52115;2;7;-1;1;1516;63;63;62;63;1;9;58;57;57;65;52115;1;64;51;52115;1;40;2;52115;1443;0;0;0;18708;0;52115;0;0;0;0;56;550000;60;63;62;1;216355;52115;0;1;0;-1;55;62
1445;51;112;0;255;255;3;223;55;52;255;Esbjerg fB;12;220;34;-1;138089;2;13;-1;2;1447;64;66;66;66;1;8;39;65;64;52;138089;1;512;63;199747;1;37;2;199747;1445;0;2;0;138089;0;138089;0;0;0;0;49;650000;36;64;52;1;189141;138089;0;5;0;-1;66;66
1446;51;234;254;1;1;252;0;56;219;1;AC Horsens;12;0;46;-1;204164;2;9;-1;2;271;62;62;62;63;1;10;67;62;62;32;204164;1;0;39;204164;1;69;2;155567;1446;0;1;0;169449;1;155567;0;0;0;0;72;800000;62;62;79;1;169449;204164;0;6;0;-1;35;63
1447;51;155;69;255;255;52;241;55;67;255;SønderjyskE;12;134;76;-1;135032;2;9;-1;1;1445;65;64;65;64;1;9;67;61;61;51;198534;1;170;51;198534;0;61;2;198534;1447;0;2;0;188978;0;135032;0;0;0;0;70;650000;66;64;77;1;135032;135032;0;5;0;-1;61;64
1456;211;255;255;1;1;245;255;59;245;1;Odds BK;13;255;67;-1;190438;2;11;-1;2;922;63;65;63;63;1;9;53;68;68;47;190438;2;2;48;204626;0;67;2;204626;1456;0;0;0;167159;1;190438;0;0;0;0;50;850000;55;65;63;1;167159;190438;0;5;0;-1;47;63
1463;211;255;255;255;0;245;255;59;225;0;FK Haugesund;13;235;60;-1;230976;2;6;-1;1;300;64;64;64;62;1;5;69;65;65;50;202204;0;132;76;222519;0;52;2;202204;1463;0;2;0;182905;0;222519;0;0;0;0;69;610000;64;64;64;1;232559;222519;0;5;0;-1;80;62
1465;211;255;255;1;1;250;255;61;250;1;Sogndal Fotball;13;255;49;-1;201885;2;4;-1;2;919;56;61;56;61;1;7;71;62;62;60;201885;1;256;54;205149;1;64;2;240548;1465;0;1;0;231686;0;201885;0;0;0;0;67;500000;70;61;74;1;205149;201885;0;3;0;-1;70;61
1473;240;102;1;255;255;255;204;35;204;255;Ulsan Hyundai;1;1;47;-1;191921;2;17;-1;2;1474;68;69;68;74;1;129;51;69;69;58;191921;0;2;77;191921;1;62;4;222052;1473;0;0;0;191921;0;191921;0;0;0;0;49;4200000;58;69;62;9;202989;191921;0;6;0;-1;56;74
1474;240;1;204;1;1;255;1;35;255;1;Pohang Steelers;1;255;28;-1;221756;2;19;-1;1;1473;62;66;62;65;1;129;72;65;65;39;207544;1;16;35;207544;1;26;4;207544;1474;0;2;0;226651;0;221756;0;0;0;1;69;3600000;69;66;49;9;226651;221756;0;6;0;-1;39;65
1475;23;255;255;1;1;255;1;34;255;1;Jeonnam Dragons;1;255;46;-1;199262;2;10;-1;2;1477;71;67;71;67;1;127;53;66;66;50;199262;1;2;56;199262;1;42;2;165903;1475;0;0;0;165903;0;199262;0;0;0;0;51;3000000;50;67;55;9;231942;199262;0;2;0;-1;60;67
1477;240;204;1;1;1;255;1;35;255;1;Jeonbuk Hyundai;1;255;48;-1;202305;2;17;-1;1;1475;69;71;69;71;1;127;68;72;72;57;202305;1;134;60;176346;1;58;4;176346;1477;0;0;0;187447;0;202305;0;0;0;0;69;7600000;67;71;68;9;191910;202305;0;7;0;-1;64;71
1478;240;128;255;1;1;255;1;33;255;1;Jeju United;1;255;47;-1;191673;2;13;-1;1;981;68;67;68;66;1;126;67;67;67;32;207753;1;32;71;192259;1;53;4;191673;1478;0;2;0;207753;0;191673;0;0;0;0;72;2400000;62;67;63;9;192259;191673;0;4;0;-1;67;66
1480;41;1;1;255;255;225;200;55;1;255;Carlisle United FC;3;1;49;-1;193932;2;5;-1;2;1801;62;63;63;57;1;-3;36;63;64;61;168633;0;4;33;168633;1;42;6;193932;1480;0;0;0;168633;0;168633;0;0;0;0;36;700000;46;63;36;0;168633;168633;0;3;0;-1;46;57
1516;51;33;224;1;1;221;34;56;30;1;FC Midtjylland;12;27;67;-1;206114;2;17;-1;2;819;69;70;69;70;1;9;38;68;68;40;206114;0;32;29;206114;0;60;2;206114;1516;0;2;0;190633;0;206114;0;0;0;0;40;9500000;50;70;40;1;206114;206114;0;8;0;-1;70;70
1524;211;255;255;1;1;240;0;58;235;1;IK Start;13;0;38;-1;165447;2;11;-1;2;300;62;62;62;62;1;8;62;61;61;62;165447;1;0;51;165447;1;43;2;165447;1524;0;2;0;208350;0;165447;0;0;0;0;58;690000;56;62;47;1;184632;165447;0;5;0;-1;68;62
1530;38;255;255;1;1;255;255;47;255;1;Angers SCO;7;255;29;-1;225855;2;8;-1;2;62;73;73;73;74;1;0;67;72;73;20;225855;1;82;49;236454;0;36;2;236454;1530;0;2;0;209781;0;225855;0;0;0;0;72;7000000;75;73;55;1;209781;225855;0;7;0;-1;55;74
1569;211;122;4;255;255;0;196;54;100;255;Wisła Płock;1;196;26;-1;208630;2;11;-1;2;1871;65;64;65;66;1;18;53;63;63;31;208630;0;272;42;208630;0;29;2;208630;1569;0;0;0;188546;0;208630;0;0;0;0;50;2316000;50;64;58;2;224324;208630;0;3;0;-1;72;66
1571;65;21;143;241;167;255;82;53;255;213;Galway United;34;255;45;-1;207774;2;7;-1;2;563;56;56;56;58;1;-9;49;57;57;36;207513;2;0;39;207774;0;35;2;207774;1571;0;2;0;240154;0;207513;0;0;0;0;52;525000;36;56;35;0;207513;207513;0;1;0;-1;39;58
1572;65;17;123;250;135;165;40;53;30;206;Drogheda United;34;43;44;-1;203232;2;14;-1;2;837;56;56;56;55;1;-6;52;55;55;64;203232;2;324;40;223974;1;33;2;203232;1572;0;2;0;219095;0;203232;0;0;0;0;52;500000;64;56;33;0;203232;203232;1;2;0;-1;79;55
1586;70;1;230;1;1;230;1;53;3;1;Longford Town;1;38;44;-1;216555;2;8;-1;2;1571;55;54;55;54;1;-7;54;54;54;45;170104;1;4;53;170104;1;46;2;170104;1586;0;2;0;180613;0;216555;0;0;0;0;44;550000;52;54;53;0;170104;216555;0;1;0;-1;55;54
1596;211;90;1;255;255;250;177;62;190;255;GIF Sundsvall;1;10;46;-1;187335;2;10;-1;1;113173;62;61;62;60;1;17;50;61;61;32;187335;1;36;50;191106;0;46;2;191106;1596;0;2;0;187334;0;187335;0;0;0;0;53;600000;32;61;46;1;187334;187335;0;4;0;-1;50;60
1598;197;128;0;255;255;255;255;-19;0;255;Esporte Clube Bahia;32;0;50;-1;209543;2;10;-1;1;1719;50;50;50;50;1;-44;50;50;50;50;209543;1;0;50;209543;0;50;2;209543;1598;0;0;0;224975;0;209543;0;0;0;0;50;200000;50;50;50;-3;209542;209543;0;9;0;-1;50;50
1629;197;174;0;255;255;1;239;-30;180;255;Grêmio FBPA;32;240;37;-1;222446;2;17;-1;2;1048;71;72;71;74;1;-51;53;68;68;54;157117;1;296;65;222446;1;57;6;222446;1629;0;2;0;157117;0;222446;0;0;0;0;51;6000000;53;72;53;-3;157117;222446;0;10;0;-1;56;74
1667;50;128;0;0;255;255;0;14;255;0;Senegal;1;0;51;-1;208722;2;20;-1;1;1395;50;50;50;50;1;17;53;50;50;52;193474;1;0;50;259868;0;57;2;259868;1667;0;0;0;201024;0;208722;0;0;0;0;61;0;54;50;48;0;208722;208722;0;10;0;-1;55;50
1713;211;0;255;255;255;255;0;37;0;255;Winterthur;1;0;51;-1;256980;2;6;-1;2;894;64;67;64;70;1;127;34;64;64;53;256980;1;8;50;256980;0;58;2;256980;1713;0;0;0;269564;0;256980;0;0;0;0;47;3000000;66;67;60;9;211237;256980;0;2;0;-1;63;70
1717;71;0;255;255;255;0;0;32;128;255;Hapoel Beer Sheva;1;255;53;-1;149866;2;17;-1;1;130022;50;50;50;50;1;34;54;50;50;56;149866;1;0;47;149866;0;44;2;149866;1717;0;0;0;149866;0;149866;0;0;0;0;45;2000000;60;50;59;2;149866;149866;0;7;0;-1;53;50
1719;197;0;255;0;0;128;0;49;128;0;EC Vitória;1;128;55;-1;215607;2;10;-1;1;1598;50;50;50;50;1;-123;56;50;50;40;215607;1;0;55;215607;0;46;2;215607;1719;0;0;0;215607;0;215607;0;0;0;0;52;500000;37;50;67;-8;215607;215607;0;4;0;-1;54;50
1738;55;191;153;255;255;30;230;49;64;255;Le Havre AC;7;135;48;-1;173040;2;8;-1;2;210;68;67;69;69;1;0;51;64;64;63;173040;1;256;44;173040;1;68;4;173040;1738;0;2;0;173040;0;173040;0;0;0;0;52;2000000;63;67;68;1;173040;173040;0;1;0;-1;44;68
1745;202;65;17;255;255;17;105;44;65;255;Como 1907;1;105;29;-1;254579;2;7;-1;1;111811;66;69;67;70;1;10;72;67;66;39;220933;2;68;41;254579;0;38;2;254579;1745;0;1;0;277846;0;254579;0;0;0;0;67;5000000;75;68;75;1;277846;254579;0;2;0;-1;45;70
1746;202;90;32;255;255;47;167;43;118;255;Empoli FC;9;215;48;-1;223570;2;9;-1;2;110374;69;72;71;73;1;10;39;71;69;39;223570;1;32;47;223570;1;33;2;223570;1746;0;1;0;239732;0;223570;0;0;0;0;37;7000000;47;70;37;1;239732;223570;0;2;0;-1;47;75
1750;45;128;0;255;255;0;64;20;128;255;Cercle Brugge KSV ;1;64;50;-1;201438;2;8;-1;1;231;50;50;50;50;1;20;50;50;50;50;201438;1;0;50;201438;0;50;2;244889;1750;0;0;0;244889;0;201438;0;0;0;0;50;6000000;50;50;50;3;237254;201438;0;4;0;-1;50;50
1754;43;250;250;14;249;250;0;55;250;14;Partick Thistle F.C.;1;0;46;-1;223663;2;10;-1;2;81;64;65;65;65;1;-4;68;63;62;41;192251;1;322;76;223663;0;34;2;223663;1754;0;2;0;203541;0;223663;0;0;0;0;69;800000;71;64;64;0;171881;223663;0;3;0;-1;60;66
1755;211;143;243;195;0;243;33;62;143;117;Aalesunds FK;13;20;46;-1;199590;2;12;-1;2;417;64;63;64;58;1;6;49;63;63;56;199590;0;320;44;226510;1;34;2;226510;1755;0;2;0;182909;0;199590;0;0;0;0;51;700000;56;63;34;1;226509;199590;0;6;0;-1;48;58
1757;211;80;0;255;255;0;145;59;70;255;Sandefjord;13;120;48;-1;227767;2;4;-1;1;917;62;62;62;65;1;10;51;62;62;48;227767;2;10;45;227767;1;49;2;220684;1757;0;2;0;190441;0;227767;0;0;0;0;53;500000;48;62;49;1;220684;227767;0;2;0;-1;45;65
1785;240;115;15;255;255;15;26;47;115;255;SV Mattersburg;16;27;28;-1;228971;2;9;-1;2;111821;62;65;63;63;1;16;73;64;63;33;228971;1;322;53;223867;0;25;2;223867;1785;0;2;0;177397;0;228971;0;0;0;0;69;2716000;69;64;49;1;228971;228971;0;6;0;-1;69;64
1786;51;217;151;87;0;72;239;56;122;2;Randers FC;12;238;45;-1;223694;2;13;-1;2;271;66;66;66;63;1;10;73;67;67;54;223694;1;8;44;261098;1;57;5;261098;1786;0;2;0;201411;0;223694;0;0;0;0;68;700000;64;66;67;1;201304;223694;0;4;0;-1;43;63
1788;51;16;197;8;255;237;26;55;31;198;FC Nordsjælland;12;41;58;-1;213527;2;13;-1;1;269;61;63;61;64;1;12;36;61;61;32;236273;1;32;47;202374;1;50;4;202374;1788;0;1;0;229723;0;213527;0;0;0;1;37;850000;52;63;32;1;229723;213527;0;6;0;-1;52;64
1790;41;85;5;255;255;5;170;51;85;255;Portsmouth FC;3;170;43;-1;222399;2;10;-1;1;17;64;66;65;66;1;-1;52;67;65;34;222399;1;0;69;186395;1;54;2;186395;1790;0;0;0;240673;0;222399;0;0;0;0;51;1200000;34;66;54;0;240673;222399;0;8;0;-1;68;66
1792;41;239;251;28;1;251;5;52;239;120;Norwich City FC;3;11;46;-1;210644;2;11;-1;2;94;72;72;72;71;1;1;39;69;69;69;210644;1;4;52;221282;0;66;2;221282;1792;0;1;0;201368;0;210644;0;0;0;0;37;14000000;52;71;32;0;198904;210644;0;12;0;-1;52;72
1793;41;56;0;255;255;0;168;51;56;255;Reading FC;3;168;45;-1;238839;2;10;-1;2;1951;70;70;68;71;1;0;38;70;71;63;238839;0;52;23;169708;0;69;2;169708;1793;0;1;0;200758;0;238839;0;0;0;0;38;5000000;33;71;33;0;210556;238839;0;9;0;-1;33;71
1794;41;3;227;255;255;1;11;53;1;255;Sheffield United FC;3;1;66;-1;234741;2;9;-1;2;1807;70;68;69;69;1;-1;49;67;69;41;234741;2;168;32;234741;0;61;2;234741;1794;0;2;0;238058;1;234741;0;1;0;0;49;15000000;41;69;65;0;238058;234741;0;8;0;-1;71;68
1795;241;255;255;1;1;255;1;51;255;1;Watford FC;2;1;38;-1;213750;2;11;-1;2;1923;77;77;77;79;1;0;68;76;75;45;213750;0;257;35;213750;1;54;2;213750;1795;0;0;0;241168;0;213750;0;0;0;0;66;12000000;58;77;35;0;241168;213750;0;10;0;-1;46;79
1796;241;37;124;216;147;124;45;53;37;190;Burnley FC;2;45;47;-1;239373;2;10;-1;2;3;76;77;76;74;1;-2;50;76;76;67;239373;1;330;39;228151;1;63;2;225147;1796;0;0;0;228151;1;239373;0;0;0;0;52;22000000;67;76;63;0;228151;239373;0;9;0;-1;39;74
1797;41;1;226;255;255;226;1;53;1;255;Rotherham United FC;3;1;43;-1;193884;2;6;-1;2;1807;65;66;66;64;1;-1;70;66;64;35;193884;0;408;74;203265;0;68;2;203265;1797;0;1;0;193884;0;193884;0;0;0;1;71;4000000;65;65;78;0;193884;193884;0;5;0;-1;74;64
1798;41;255;255;1;1;220;255;52;1;1;Milton Keynes Dons;3;1;68;-1;221279;2;7;-1;2;1938;65;65;65;67;1;0;49;64;64;35;221279;1;178;45;189217;1;55;2;208302;1798;0;0;0;208302;0;221279;0;0;0;0;53;1300000;56;65;59;0;215367;221279;0;6;0;-1;45;66
1799;241;102;1;1;206;1;194;51;102;1;Crystal Palace FC;2;204;74;-1;213991;2;12;-1;2;1808;76;75;75;81;1;0;49;75;75;54;213991;1;16;34;206516;1;64;2;206516;1799;0;1;0;241159;0;213991;0;0;0;0;52;30000000;66;76;70;0;241159;213991;0;13;0;-1;64;81
1800;41;208;177;200;10;177;255;52;208;10;Coventry City FC;3;255;66;-1;251555;2;9;-1;2;95;63;62;61;63;1;-1;52;62;63;47;251555;1;16;38;251555;1;67;2;251555;1800;0;2;0;233047;0;251555;0;0;0;0;50;7500000;44;63;63;0;238743;251555;0;7;0;-1;37;62
1801;41;255;255;71;0;255;255;53;255;10;Preston North End FC;3;255;60;-1;225071;2;9;-1;2;1926;69;70;69;72;1;-2;73;71;70;56;225071;1;345;70;225071;1;58;2;225071;1801;0;2;0;243876;0;225071;0;1;0;1;67;7000000;80;70;62;0;243876;225071;1;7;0;-1;66;72
1802;41;56;48;255;255;48;140;51;53;255;Gillingham FC;3;160;25;-1;169112;2;5;-1;2;1934;63;62;62;62;1;0;53;62;63;32;169112;1;65;41;214634;0;37;2;214634;1802;0;2;0;169112;0;169112;0;0;0;0;49;600000;35;63;47;0;169112;169112;0;4;0;-1;41;61
1803;41;1;255;255;255;1;1;52;1;255;Walsall FC;3;1;48;-1;212846;2;5;-1;2;127;65;64;65;63;1;-1;51;64;63;58;212846;1;2;55;239119;0;40;2;239119;1803;0;2;0;208852;0;212846;0;0;0;0;52;600000;58;64;40;0;208852;212846;0;4;0;-1;74;62
1804;41;19;105;15;246;105;28;53;19;166;Bradford City AFC;3;38;45;-1;173666;2;7;-1;2;1797;66;66;66;65;1;-1;49;67;67;41;173666;2;0;39;203415;1;34;2;203415;1804;0;2;0;177285;0;173666;0;0;0;0;51;1400000;41;66;34;0;173666;173666;0;6;0;-1;68;65
1806;241;6;204;255;255;216;23;52;6;255;Stoke City FC;2;23;75;-1;211504;2;13;-1;2;1928;77;77;77;77;1;-2;51;76;76;60;211504;2;106;51;243401;1;70;2;243401;1806;0;2;0;258093;1;211504;0;0;0;0;53;8000000;63;77;44;0;258093;211504;0;14;0;-1;50;77
1807;41;41;41;255;255;35;202;53;35;255;Sheffield Wednesday FC;3;255;48;-1;183540;2;10;-1;2;1794;71;71;71;71;1;-1;50;65;69;52;183540;1;0;44;183540;0;57;6;183540;1807;0;2;0;183540;0;183540;0;0;0;0;51;6000000;52;72;57;0;183540;183540;1;8;0;-1;63;71
1808;241;57;0;255;255;0;166;50;57;255;Brighton & Hove Albion FC;2;166;44;-1;206594;2;10;-1;2;1799;75;75;76;74;1;0;50;74;74;47;190765;0;322;41;206594;1;37;6;206594;1808;0;2;0;199915;0;206594;0;0;0;0;49;33000000;47;75;37;0;255565;206594;0;6;0;-1;71;75
1809;38;112;132;255;255;128;172;43;108;255;Toulouse FC;7;171;43;-1;228593;2;11;-1;1;59;73;75;75;75;1;1;70;75;74;67;228593;2;50;42;228593;1;56;2;228593;1809;0;2;0;228593;0;228593;0;0;0;0;67;8000000;77;74;66;1;228593;228593;0;12;0;-1;42;75
1813;55;99;0;255;255;0;164;46;86;255;Chamois Niortais FC;7;148;43;-1;208865;2;5;-1;1;110326;67;66;65;64;1;0;39;68;66;39;208865;1;50;21;208865;0;42;2;208865;1813;0;2;0;223282;0;208865;0;0;0;0;36;900000;46;65;36;1;208865;208865;0;1;0;-1;76;65
1814;55;132;248;1;1;255;45;48;128;1;Stade Lavallois;7;64;36;-1;177482;2;6;-1;1;1530;69;66;69;65;1;0;49;66;66;38;177482;1;288;50;178365;1;63;4;177482;1814;0;0;0;178365;0;177482;0;1;0;1;52;700000;48;66;51;1;178365;177482;0;5;0;-1;33;65
1815;55;0;46;51;204;255;168;45;255;0;Clermont Foot Auvergne 63;7;255;48;-1;220029;2;7;-1;1;1819;65;67;66;66;1;3;66;66;65;55;220029;1;18;52;220029;0;37;2;220029;1815;0;2;0;208861;0;220029;0;0;0;0;72;5000000;65;65;67;1;234834;220029;0;4;0;-1;51;71
1816;38;255;255;1;1;192;255;49;192;1;Amiens SC Football;7;192;44;-1;202672;2;4;-1;2;65;72;72;71;75;1;2;50;71;72;67;202672;1;152;37;202672;0;60;2;202672;1816;0;2;0;186197;0;202672;0;0;0;0;49;2000000;67;73;60;1;186197;202672;0;2;0;-1;36;73
1819;38;130;9;255;255;0;45;45;166;255;AS Saint-Etienne;7;41;68;-1;231236;2;17;-1;1;66;75;76;76;75;1;4;70;76;75;39;231236;1;2;40;225706;1;59;2;225706;1819;0;2;0;231236;0;231236;0;0;0;0;66;13000000;69;76;65;1;231236;231236;1;15;0;-1;39;74
1823;55;30;231;255;255;255;0;48;0;255;AS Nancy Lorraine;7;0;43;-1;238504;2;10;-1;2;68;66;71;67;70;1;6;49;70;68;36;213367;1;264;45;238504;1;31;2;238504;1823;0;0;0;205334;0;238504;0;0;0;0;53;1750000;36;70;31;1;205334;238504;0;2;0;-1;45;70
1824;37;1;1;255;255;224;1;50;1;255;Eintracht Frankfurt;18;1;66;-1;192318;2;13;-1;2;169;76;76;75;76;1;8;40;75;76;67;192318;1;32;52;192318;1;67;2;192318;1824;0;0;0;188943;0;192318;0;0;0;0;37;23000000;37;77;37;1;188943;192318;0;13;0;-1;77;74
1825;37;57;1;255;255;57;166;51;144;255;Duisburg;18;224;66;-1;157528;2;7;-1;2;110636;68;68;69;67;1;6;51;67;67;41;157528;1;42;31;157528;1;61;2;157528;1825;0;1;0;205892;0;157528;0;0;0;0;49;800000;48;68;57;1;205892;157528;0;7;0;-1;31;67
1831;37;6;227;1;255;255;19;52;255;211;1. FC Union Berlin;18;255;59;-1;193254;2;6;-1;2;166;70;69;69;71;1;13;69;71;71;33;193254;2;16;49;193254;0;51;2;193254;1831;0;2;0;193254;0;193254;0;0;0;0;68;17500000;64;70;79;1;193254;193254;0;8;0;-1;63;68
1832;211;100;50;255;255;15;210;49;100;255;Karlsruher SC;18;240;43;-1;193537;2;8;-1;2;36;65;66;65;67;1;8;51;66;66;58;228245;1;0;58;228245;1;64;2;228245;1832;0;2;0;186788;0;193537;0;0;0;0;51;1800000;58;66;64;1;193537;193537;0;6;0;-1;78;68
1837;243;118;56;255;255;226;186;44;60;255;U.C. Sampdoria;9;73;75;-1;185144;2;15;-1;2;110556;75;75;75;78;1;8;36;73;74;38;185144;0;0;43;220493;1;68;2;220493;1837;0;0;0;185144;0;185144;0;0;0;0;38;12000000;38;75;38;1;185144;185144;1;11;0;-1;38;77
1842;243;0;212;121;0;255;14;39;255;61;Cagliari Calcio;9;255;66;-1;173160;2;13;-1;1;48;73;75;74;75;1;9;52;74;73;38;173160;1;0;59;173160;0;58;2;173160;1842;0;0;0;259011;0;173160;0;0;0;1;51;10000000;44;74;62;1;259011;173160;0;12;0;-1;58;75
1843;243;128;255;0;0;255;192;45;128;0;Palermo FC;9;192;76;-1;240095;2;11;-1;1;45;78;76;77;75;1;10;71;75;75;49;240095;2;0;35;244836;0;79;2;244836;1843;0;1;0;253019;0;240095;0;0;0;0;68;5000000;70;76;63;1;253019;240095;0;10;0;-1;79;75
1847;202;255;255;1;1;1;255;42;1;1;Ascoli Picchio FC;9;1;45;-1;178313;2;3;-1;1;200;67;68;69;66;1;13;53;67;66;60;178513;2;0;73;205671;0;59;2;178313;1847;0;0;0;178313;1;178313;0;0;0;1;51;1000000;60;67;59;1;178313;178313;0;1;0;-1;33;67
1848;202;255;255;29;233;255;255;41;255;18;Bari FC;9;255;45;-1;203672;2;9;-1;1;48;68;69;66;71;1;16;51;69;69;33;203672;0;0;76;203672;1;41;2;201408;1848;0;0;0;203672;0;203672;0;0;0;1;53;3000000;33;70;41;1;203672;203672;0;2;0;-1;75;70
