playerid;firstname;lastname;nationid;birthdate
204943;Aloísio;dos S. Gonçalves;54;148172
245253;Leandro;Barreiro Martins;31;152387
239334;Paulo Vitor;Fernandes Pereira;54;152194
222734;Sang Woo;Kang;167;150108
221912;Hyeon Mu;Kang;167;150630
155334;Min Soo;Kang;167;147316
223345;Yago;Cariello;54;152227
273075;Mehdi;Momeni;161;147170
251690;Jack;Rudoni;14;152915
273703;Denis;Shcherbitski;6;151028
228229;Fabián;Balbuena;58;149332
277942;Eduin;Quero;61;151401
278885;Cong;Zhen;155;151329
253281;Agustín;Canobbio;60;151928
207895;Tim;Wendel;21;148379
236401;Noussair;Mazraoui;129;151607
215643;Ramiro;Benetti;54;149970
245226;Gonçalo Bento;Soares Cardoso;38;152679
202150;Stavros;Tsoukalas;22;148150
208285;Vasilios;Rentzas;22;149569
212568;Pavlos;Mitropoulos;22;148826
223000;Spyros;Spinoulas;22;147369
275470;Mark;Asigba;117;148920
213281;Paulo;Retre;195;149891
204724;Yeong Joon;Sin;167;148616
202986;Jin Ho;Sin;167;148252
202974;Se Gye;Sin;167;148991
235710;Abdullah;Al Yousif;183;151591
239117;Alexandru;Baluta;39;150084
219689;Santiago;Lizana;55;149797
230928;Alexander;Sorge;21;149939
242393;Bilal;Hussein;46;152497
241493;Samuel;Cartwright;14;152574
251182;Iago;Amaral Borduchi;54;151371
211999;Rani;Khedira;21;150220
213117;Stefan;Lex;21;148698
221955;Jonathan;Torres;52;151287
241461;Ferrán;Torres;45;152444
239787;Gustavo;Torres;56;151090
271627;Gustavo;Torres;59;150762
219746;Diego;Torres;55;149675
241464;Pau;Torres;45;151305
231970;Diego Fabián;Torres;52;149042
214506;Román;Torres;87;147350
223752;Marlon;Torres;56;151031
239844;Gerson;Torres;72;151529
258052;Axel;Torres;83;153136
235368;Edson;Torres;83;151835
235511;Iván;Torres;58;149155
208777;Óliver;Torres;45;150507
236539;Edwin;Torres;56;151602
247883;Saúl;Torres;53;148818
260669;Saúl;Torres;53;148818
263474;Franco;Torres;52;152164
214332;Daniel;Torres;56;148686
256136;Facundo;Torres;60;152488
252053;Felix;Torres;57;151300
236842;Jairo;Torres;83;152541
222647;Cristian;Torres;83;150966
237981;Jeferson;Torres;56;151369
233090;Joaquín;Torres;52;151317
257966;Eduardo;Torres;83;152434
229252;Antonio;Torres;83;151067
177877;José Francisco;Torres;95;147938
199569;Erick;Torres;83;149847
198690;Roger;Torres;56;149291
230855;Hauke;Wahl;21;150298
233125;Marcel;Hartel;21;150942
240584;Bram;Verbong;34;152376
222562;Rúnar;Alex Rúnarsson;24;150607
246713;Ken;Nkuba;7;153136
226127;Clément;Deprès;18;150522
228732;Harold;Moukoudi;103;151620
235744;Brandon;Thomas-Asante;14;152017
71259;Lukáš;Červ;12;152850
244176;Deniz;Undav;21;151124
263339;Carl;Rushworth;14;152933
257080;Marlon;Mustapha;4;152894
274143;Ibrahim;Mustapha;117;152554
205083;Fayçal;Fajr;129;148215
259847;Francisco;La Mantía;61;150978
253951;Franco;Calderón;52;151787
233954;Cristian;Calderón;83;151433
210679;Paulo; Oliveira;38;149105
273119;Carlos Alexandre;Cardoso;54;146795
259516;João;Cardoso;95;153013
228205;Daniel;Cardoso;140;148281
230776;Jesiel;Cardoso;54;150257
180702;Éverton;Cardoso;54;148347
223357;Wilfrid;Kaptoum;103;151112
196801;Edson Andre;Sitoe;130;148253
239648;Andrea;Cistana;27;151380
238263;Fredrik;Knudsen;36;151166
241607;Tomás;Belmonte;52;151801
210437;Anthony;Belmonte;18;150847
230916;Luca;Zanon;27;151109
199554;Damiano;Zanon;27;146420
235495;Cebrail;Karayel;48;150420
247203;Matěj;Hanousek;12;149981
208022;Imoh;Ezekiel;133;150125
240336;Eduardo;Camavinga;18;153429
205598;André Alexandre;Carreira Sousa;38;148922
252308;Ali;Musrati;123;151020
233414;João Pedro;Salazar da Graça;38;150727
238507;Fernando Manuel;Ferreira Fonseca;38;151362
196064;Quincy;Antipas;148;146651
210041;Cimo;Röcker;21;150214
213692;Joshua;Harrop;14;150907
213695;Sean;Goss;14;150832
265557;Theophilus;Solomon;133;150941
246791;Manor;Solomon;26;152224
270107;Luca;Langoni;52;153155
220981;Johannes;Vall;46;149755
224952;Zackarias;Faour;46;151684
241498;Romario;Ibarra;57;150460
204738;Renato;Ibarra;57;149117
239622;Julio;Ibarra;83;150936
257424;Javier;Ibarra;83;151691
254695;Franco;Ibarra;52;152868
225664;Miguel;Ibarra;95;148806
233269;Kip;Colvey;198;150267
240581;Ivan;Šunjić;10;151206
206133;Anton;Shvets;40;149944
223306;Jarosław;Jach;37;150241
227927;Kyle;Walker-Peters;14;151392
199392;Matías;Aguirregaray;60;148458
218066;Mbwana Ally;Samatta;143;149810
230561;Jay-Roy;Grot;34;151726
233386;Paolo;Yrizar;83;151507
271219;Arbnor;Muja;219;151987
219216;Josh;Windass;14;150202
220027;Renan;Guedes Borges;54;151673
186267;Vegar Eggen;Hedenstad;36;149274
215430;Tortol;Lumanza;7;150296
237698;Callum;Gribbin;14;152006
235601;Emil;Solnørdal;36;152294
239407;Ole;Breistøl;36;151846
241115;Rodrigo;Amaral;60;151373
215202;Lucas;Janson;52;150421
255956;Joel;Waterman;70;150947
220409;Cecilio;Waterman;87;149200
137552;Boy;Waterman;34;146564
170733;Gervais;Yao Kouassi;108;147783
177392;Dieumerci;Mbokani;110;147232
278889;Weichen;Ning;155;151366
193198;Nemanja;Gudelj;51;149417
195884;Musa;Haroon;182;147527
230972;Adriel;Ba Loua;108;151130
255877;Johan;Madrid;59;151254
214748;Álvaro;Madrid;55;150653
221599;Ntsikelelo;Nyauza;140;148862
239970;Paulo Henrique;Sampaio Filho;54;152581
228270;Óscar;Vílchez;59;147292
277927;Amer;Gojak;8;151333
270555;Ramon;Menezes;54;150681
268057;Jackson;Menezes;54;147777
258491;Jaheim;Headley;14;153017
232128;Oliver;Fula;56;148062
232882;Kento;Misao;163;145186
198897;Marcelo H.;Passos Carné;54;148769
219254;Gonzalo;Castillejos;52;147335
221812;Abdullah;Al Shamekh;183;149976
235551;Ibrahim Fahad;Al Shuayl;183;150518
225213;Gurpreet;Singh Sandhu;159;149496
206335;Orel;Dgani;26;148375
71995;Askhat;Tagybergen;165;148953
224432;Thomas;Steinherr;21;149952
221989;Fidan;Aliti;219;150104
264337;Rodrigo;Muniz;54;152874
207729;Madson;Ferreira;54;149475
275104;Saulo;Ferreira;54;150668
224235;Paulo Ricardo;Ferreira;54;150387
230087;Diego;Ferreira;54;150980
241487;Jesús;Ferreira;95;152743
270551;Sidcley;Ferreira;54;149961
260889;Michel;Ferreira;54;148813
241568;Cristian;Ferreira;52;152274
275562;Luiz Fernando;Ferreira;54;150656
262526;Matheus Matías;Ferreira;54;151831
230963;Rivaldo;Ferreira;54;150470
244020;André;Ferreira;38;151073
184972;Nílton;Ferreira;54;147747
181370;Thiago Heleno;Ferreira;54;148262
208513;Alejandro;Guido;95;150274
208374;Andrew;Wooten;95;148640
263947;Antony;Alves Santos;54;153001
221354;Miloš;Veljković;51;150827
228579;Benjamin;Henrichs;21;151343
235073;Gregor;Kobel;47;151629
220965;Anas;Tahiri;129;150693
264688;Mohammed;Tahiri;129;152772
237662;Brooks;Lennon;95;151554
220057;Harry;Lennon;14;150543
228859;Isac;Lidberg;46;151905
208808;Quincy;Promes;34;149466
233064;Mason;Mount;14;152029
235038;Jorn;Vancamp;7;151955
236615;Dante;Rigo;7;151999
236822;Gabriel;Gudmundsson;46;152138
210386;Kristoffer;Peterson;46;150525
166928;Kristoffer;Peterson;46;150525
222840;Racine;Coly;136;150900
213271;Aliou;Coly;136;149807
203885;Chaker;Alhadhur;214;149435
246688;Saud;Abdulhamid;183;152218
227232;Florian;Sotoca;18;149030
230019;Vital;Nsimba;110;150017
275495;Abdul;Rahman Oues;186;151819
241445;Alpha;Sissoko;18;151355
231089;Ibrahima;Sissoko;18;151589
240570;Sambou;Sissoko;18;152136
239031;Gary;Marigard;79;148007
277439;Volodymyr;Brazhko;49;153138
243580;Loïs;Openda;7;152431
209512;Igor;Stefanović;51;147834
213294;Nicolás;Albarracín;60;149990
245279;Sergio;Reguilón;45;151274
241849;Diego;Campillo;83;153042
246279;Iván Martos;Campillo;45;151424
198683;Manolo;Gabbiadini;27;149427
183365;Nicolò;Cherubin;27;147607
243349;Dylan;Levitt;50;152706
216671;Kévin;Diogo;18;149286
216065;Marco;Sportiello;27;149593
240661;Emanuel;Vignato;27;152621
265595;Samuele;Vignato;27;153900
246958;Aljaž;Ivačič;44;150191
240100;Tommaso;Augello;27;150435
228283;Ramazan;Civelek;48;150945
205360;Kemar;Roofe;82;149834
245857;Abass;Issah;117;151923
203176;Kamal;Issah;117;149705
218387;Nelson;Espinoza;55;150823
214710;Juan Carlos;Espinoza;55;149283
239107;Leonardo;Espinoza;55;149737
226385;Cristian;Espinoza;52;150651
254211;Jhon;Espinoza;57;152074
253239;Matías;Espinoza;58;151520
186674;Roger;Espinoza;81;147569
274314;Erhan Ali;Merdiven;48;152444
223188;Şener;Özbayraklı;48;148755
238587;Ahmed;Ildız;48;151257
255140;Pablo;Gozálbez Gilabert;45;152870
211463;Caolan;Lavery;35;149758
238765;George;Byers;42;151073
239155;Mathias;Johannsen;13;149580
252001;Jonathan;Panzo;14;152683
246695;Matthew;Pollock;14;153021
217605;Lukas;Lerager;13;150021
246237;Ezequiel;Bullaude;52;152684
221479;Dominic;Calvert-Lewin;14;151364
213338;Jonathan;Ring;46;149436
205895;Alexander;Ring;17;149196
226654;Sebastian;Ring;46;150666
226139;Jonathan;Tamimi;46;150478
222634;Isaac;Success;133;150930
238555;Jefferson;Savarino;61;151239
154729;Cezary;Stefańczyk;37;146592
213520;Jonatan;Straus;37;150374
243666;Callum;McCowatt;198;152139
239505;Patryk;Kun;37;150668
270141;Franco;Israel;60;152497
266467;Jenson;Seelt;34;153623
223334;Joelinton;Apolinário de Lira;54;151150
223957;Lucas;Pirard;7;150627
259399;Rasmus;Højlund;13;153515
274952;Oscar;Højlund;13;154215
240074;Babacar;Dione;7;151370
225673;Kasim;Adams Nuhu;117;150731
166851;Kári;Árnason;24;146096
245539;Ben;Waine;198;152912
236877;Bruno Miguel;Santos Leite;38;150643
247106;Alexandro;Bernabei;52;152652
226675;Federico;Lanzillotta;52;149798
236701;Joaquín;Rikemberg;52;152023
263099;Mees;De Wit;34;151761
255561;Josh;Doig;42;153253
190090;Savvas;Gentsoglou;22;148994
220542;Romel;Quiñonez;53;149639
208525;Gustavo;Campanharo;54;149557
217442;Yaghoub;Karimi;161;149340
273088;Seyed;Karimi;161;150456
241793;Ali;Karimi;161;150235
219409;Vyacheslav;Karavaev;40;150698
226746;Ivan;Mayevskiy;6;148127
240164;Dumisani;Zuma;140;150700
271035;Vladimir;Plotnikov;165;147364
71833;Zoran;Nižić;10;148651
220178;Jeremy;Bokila;110;148320
247643;Filip;Panák;12;150864
272381;Matías;Zunino;60;148842
272689;Vladica;Brdarovski;19;148770
231012;Carlos;de Pena;60;149533
244716;Wesly;Decas;81;152242
238769;Christian;Huérfano;56;150907
271264;Monsuru;Opeyemi;133;153703
242145;Bartłomiej;Gradecki;37;152379
229777;Igor;Konovalov;40;151113
210507;Patrick;Wessely;4;150279
206152;Luciano;Aued;52;147696
240054;Saifeddine;Alami;129;149786
201450;Jarchinio;Antonia;85;149093
213102;Arthur;Caike;54;149629
242850;Simon;Asta;21;152775
211409;Nixon Darlanio;Reis Cardoso;54;149664
241648;Budimir;Janošević;51;148661
231628;Rafael;Mir;45;151441
236998;James;Léa Siliki;103;151087
241682;Carlos;Redruello Nimo;45;151463
223488;Morten;Sætra;36;151458
271362;Yasin;Özcan;48;154686
235407;Salih;Özcan;48;151665
235717;Berkay;Özcan;48;151700
252259;Enzo;Millot;18;153313
211954;Tobias;Schröck;21;149828
229176;Görkem;Sağlam;21;151755
234418;Peter;Kurzweg;21;150234
239949;João Ricardo;Pereira Queirós;38;151766
225769;George;Dobson;14;151608
218170;Marshall;Munetsi;148;151097
235432;Marshall;Munetsi;148;151097
272417;Moisés;Acuña;61;150946
224334;Marcos;Acuña;52;149398
266155;George;Hall;14;154042
204761;Grant;Hall;14;149399
266127;Lewis;Hall;14;154097
226454;Ben;Hall;35;151305
212424;Wil;Trapp;95;149843
210315;Raúl;De Tomás;45;150483
267867;Wanya;Marçal;38;153407
216643;Léo;Dubois;18;150450
210527;Pape;Paye;18;148883
231266;Nicolas;Janvier;18;151877
236512;Wesley;Lautoa;215;147873
240351;Samuel;Moutoussamy;110;151148
233084;Nahuel;Molina;52;151750
235919;Yeison;Molina;72;150948
268989;Guillem;Molina;45;152508
232765;Tomás;Molina;52;150660
219759;Salvatore;Molina;27;149463
268913;Alessandro;Circati;195;153763
271975;Stefan;Bajčetić;45;154141
259850;Yohán;Cumaná;61;150991
234225;Sergi;Álamo Bautista;45;151528
243220;Yuki;Kobayashi;163;152584
190976;Daigo;Kobayashi;163;146225
231591;Javier;Galán;45;150516
229731;Mathew;Stevens;14;151697
192546;Enda;Stevens;25;148922
251895;Shawn;Adewoye;7;152565
242489;Francisco Jesús;Crespo García;45;151134
226568;Ianis;Hagi;39;151949
245212;Roberts;Uldrkis;28;151747
239249;Oriol;Busquets Mas;45;152190
190769;Eugenio;Lamanna;27;148586
219661;Paweł;Jaroszyński;37;150468
220093;Hans;Hateboer;34;150202
259918;Ismael;Diawara;126;150508
230613;Amadou;Diawara;118;151487
258475;Giuseppe;Sibilli;27;151143
205578;Pierre-Yves;Ngawa;7;149502
219655;Francesco;Zampano;27;150101
224507;Andrea;Schenetti;27;149165
206653;Brad;Potts;14;150377
239416;Roberto;Floriano;27;147497
234129;Doğukan;Sinik;48;152040
184942;Giuliano Victor;de Paula;54;148883
192971;Rıdvan;Şimşek;48;149114
267734;Yavuz;Boyar;48;151876
272539;Souaibou;Marou;103;152722
208470;Fabian;Holland;21;148924
228109;Tommy;Holland;25;151745
237683;Nathan;Holland;14;151824
251177;Arnaud;Luzayadio;18;152219
244257;Jonathan;Burkardt;21;152577
232459;Carlos;Santos Rodrigues;104;150571
226877;Ivo Tiago;Santos Rodrigues;38;150647
241806;Max;Watters;14;152101
227916;Deybi;Flores;81;151091
221489;Jason;Flores;55;151348
231335;Jorge;Flores;53;150195
272402;Christian;Flores;61;148095
260382;Sergio;Flores;83;150601
227288;Jordan;Flores;14;150835
216014;Esteban;Flores;55;149560
214320;Felipe;Flores;55;147645
259717;Marcelo;Flores;83;153754
257380;Francisco;Flores;52;153126
210951;Edison;Flores;59;150327
260562;René;Flores;61;149216
213697;Paddy;McNair;35;150675
239147;Oskar;Snorre;13;152045
216453;Liam;Shephard;50;150519
186541;Néstor;Vidrio;83;148448
193358;Romário;Pereira Sipião;54;147128
203092;Bernie;Ibini;195;149718
214388;Danilo Moreno;Asprilla;56;148379
214354;Dairon;Asprilla;56;149608
271464;Yáser;Asprilla;56;153803
227855;Besard;Sabovic;46;151659
236707;Marwan;Baze;46;151688
263550;Alejandro;Fuenmayor;61;151165
199910;Alexandr;Zotov;40;148971
229072;Łukasz;Sekulski;37;149039
248858;Timothy;Fayulu;110;152224
220063;Juan Carlos;García Sancho;83;150507
230981;Lucas;Galvão;54;149270
234686;Jordan;Lotomba;47;151926
233601;Ramadan;Sobhi;111;151312
235606;Jacob;Karlstrøm;36;151298
238162;El Hadj;Mour Samb;136;150201
248729;Gustav;Isaksen;13;152859
239006;Jesper;Isaksen;36;152305
169191;Gavin;Peers;25;147220
215897;Akram;Afif;182;151246
187619;Caleb;Patterson-Sewell;95;147776
240412;Gonzalo;Groba;52;150970
257186;Ardon;Jashari;47;153326
197360;Anas;Sharbini;10;147688
202744;Jody;Lukoki;34;149782
217521;Shir;Tzedek;26;148601
272326;Francisco;Duclós;59;150952
273332;Konstantinos;Panagi;11;150474
208960;Harrison;Henao;56;147686
224142;Carlos;Henao;56;148339
237885;Cristian;Tovar;56;151780
225706;Miguel;Trauco;59;149700
241719;Johannes;Kreidl;4;150990
273201;Sander;Bortolotto;54;150104
275433;Juan Manuel;Munafo;45;148081
212511;Jason;Geria;195;149958
232505;Takuto;Hayashi;163;146031
252775;Daichi;Hayashi;163;151432
208949;Nawaf;Al Abed;183;148758
211173;Saleh;Al Shehri;183;150133
209281;Yahia Sulaiman;Al Shehri;183;148909
222154;Bryan;Carvallo;55;151182
220086;Andrey;Gorbunov;6;146324
271004;Bruce;Musakanya;147;150096
171212;Boualem;Khoukhi;182;148922
176414;Denilson;Pereira Neves;54;148048
216023;Michael;Lepe;55;148957
258015;Fotis;Ioannidis;22;152394
228510;Haris;Hyseni;21;149720
238637;Sebastian;Vasiliadis;22;151566
252139;Filipe Miguel;Barros Soares;38;152159
219751;Alexandre;Barros Soares;38;149157
268226;Guillermo;de Amores;60;150485
242200;Tim;Rönning;46;152065
238889;Alejandro;Artunduaga;56;151541
242241;Pacifique;Niyongabire;195;152459
225270;Ignacio;Jeraldino;55;150898
257630;Krisztofer;Horváth;23;153123
207862;Matthias;Ginter;21;150212
210007;André;Ramalho Silva;54;149509
230005;Tom;Davies;14;151835
237185;Jordan;Davies;50;151884
234396;Alphonso;Davies;70;152691
231617;Leon;Davies;14;152345
205923;Ben;Davies;50;149942
213017;Ben;Davies;14;150781
243481;Marcus;Pedersen;36;152552
229640;Mads;Pedersen;13;151168
231122;Sebastian;Pedersen;36;152178
213543;Kasper;Pedersen;13;149841
205072;Daniel;Pedersen;13;149671
234832;Kristian;Pedersen;13;150409
234841;Goran;Karačić;8;151154
243473;Fran;Karačić;195;151056
211478;Alwyn;George;159;149523
234047;Odeni;George;133;150696
229748;Mayron;George;72;150124
225939;Jann;George;21;149675
184202;Leroy;George;34;147747
239662;David;Tomić;21;151694
199153;Nemanja;Tomić;51;148022
235272;Bernard;Morrison;117;149853
201155;Ravel;Morrison;82;149861
222315;Gabriel;Esparza;52;149858
257271;Lucas;Gourna-Douath;18;153697
228117;Oscar;Jonsson;46;151313
225712;Dylan;Bahamboula;107;150700
234612;Jonathan;Ikoné;18;151776
220175;Olivier;Kemen;18;151125
234238;Musa;Juwara;116;153110
220230;Paweł;Bochniewicz;37;150953
264285;Yusuf;Karagöz;48;152297
247884;Adrián;Jusino;53;149653
248231;Hernán;López Muñoz;52;152635
238092;Javier;Portillo;81;145606
269620;Marcos;Portillo;52;152415
259788;Juan;Portillo;52;152523
216030;Francisco;Portillo;58;147841
142499;Aitor;Sanz Martín;45;146797
273934;Diego;Gonzalez;58;153487
230140;Oumar;Gonzalez;103;151710
274377;Enso;Gonzalez;58;154231
237922;Marco;Gonzalez;55;151793
213736;Jesse;Gonzalez;95;150703
199490;José Luís;Moreno Barroso;45;149159
266569;Federico;Pereyra;52;148371
251138;Fabio;Pereyra;52;148763
233092;Joaquín;Pereyra;52;151989
204691;Mauricio;Pereyra;60;148806
211270;Esteban;Saveljich;15;149219
193348;Xherdan;Shaqiri;47;149380
215572;Alberto;Jiménez Benítez;45;149782
234790;Juan;Soriano Oropesa;45;151524
228383;Kamil;Grabara;37;152027
208593;Nabil;Jaadi;129;151106
210282;Bruno;da Silva Peres;54;148792
229927;Gerson;Santos da Silva;54;151429
238330;Levan;Shengelia;20;150858
197921;Rino;Iuliano;27;146610
199274;Ilja;Nestorovski;19;148810
244192;Thomas;Isherwood;46;151682
224316;Roberto;Crivello;27;149354
233734;Manuel;Di Paola;27;151568
259164;Kerim;Alıcı;48;151464
240952;Mamadou;Loum;136;151288
239050;Sadık;Çiftpınar;48;149829
168530;Jardel;Nivaldo Vieira;54;147359
245566;Alessandro;Vogliacco;27;151911
194956;José Edgar;Andrade da Costa;38;147740
236255;João;Othávio Basso;54;151302
217546;Nuno Miguel;Jerónimo Sequeira;38;148963
221750;André Geraldes;de Barros;38;149219
181019;Éverton Augusto;de Barros;54;148467
235210;Pedro Filipe;Barbosa Moreira;38;149817
261338;Antonio;Aranda;45;152665
201303;Rasmus;Falk;13;149477
204217;Charlie;Wyke;14;149803
208869;Dominic;Poleon;14;150078
266615;Deandre;Kerr;70;153448
215419;Cameron;Kerr;42;150811
213889;Ryan;Haynes;14;150828
220635;Tom;Conlon;14;150957
228928;Sam;Lavelle;42;151200
232057;Patrik;Karlsson Lagemyr;46;151276
181794;Alexandr;Prudnikov;40;148424
219255;Maxim;Palienko;40;150484
225088;Alikhan;Shavaev;40;149833
202654;Đorđe;Čotra;51;146797
206281;Igors;Tarasovs;28;148291
255565;Kaoru;Mitoma;163;151429
258826;Devyne;Rensch;34;153498
231111;Alexander;Hack;21;150079
239367;Robin;Hack;21;151893
211435;Sebastián;Sosa Sánchez;60;150265
186101;Even;Hovland;36;148412
263502;Franco;Zapiola;52;152800
240801;Luis;Amarilla;58;150795
252463;Mohamed;Taabouni;34;153203
241132;Jordy;Candía;53;151034
268903;Vlad;Olteanu;39;151004
260952;Andreas;Schjelderup;36;153998
246310;Christian;Cappis;95;152244
215135;Leonardo;Sigali;52;147785
217444;Omid;Ebrahimi;161;147895
235503;Ayanda;Nkosi;140;149851
272284;Tomás;Bartomeús;58;146110
271737;Strajinja;Eraković;51;152772
219491;Rodrigo;Erramuspe;52;148855
220693;João;Afonso Crispim;54;150598
270524;Andrigo;de Araujo;54;150616
200683;Osama;Rashid;162;149475
232677;Abdulaziz;Al Sharid;183;150314
217575;Christopher;Munthali;147;149130
225236;Benjamín;Kuscevic;55;151046
205438;Marcus;Mlynikowski;21;149650
211859;Maximilian;Ahlschwede;21;148773
240442;Imad;Faraj;18;152061
254200;Ángel;Gracia;57;148517
219565;Jaílson;de Lima Araújo;54;149118
50443;Giannis;Papanikolaou;22;151976
268216;Caique;França;54;150712
265420;Matheus;França;54;153937
241975;Douglas;Starnley Ferreira;54;149870
225383;Harry;Charsley;25;151229
242299;Max;Schwitalla;21;152552
206542;Ryan;Brunt;14;149974
209333;Chris;Maxwell;50;148943
207790;Kaan;Ayhan;48;150507
226117;Ross;MacLean;42;151363
229756;Steffen;Nkansah;21;151021
278016;Murillo;Costa dos Santos;54;153300
210011;Terell;Ondaan;34;150080
235661;Dogucan;Haspolat;48;152426
230020;Pierre;Lees-Melou;18;149973
258490;Chadi;Riad;129;153648
231318;Romain;Perraud;18;151554
208030;Boubacar;Fofana;118;148677
246848;Boubacar;Fofana;18;151904
242179;Yahia;Fofana;108;152618
235849;Mamadou;Fofana;126;151675
239134;Nama;Fofana;18;148895
216320;Seko;Fofana;108;150685
234622;Guessouma;Fofana;18;149814
256420;Malick;Fofana;7;154301
245630;Youssouf;Fofana;18;152029
248695;Wesley;Fofana;18;152736
235893;Iyayi;Atiemwen;133;150947
209385;Rodéric;Filippi;18;148423
